smiles,freesolv,description,chembl_id
CC(C)Cl,-0.25,,
C(CCl)CCl,-1.89,,
c1cc(ccc1[N+](=O)[O-])O,-10.64,,
C[C@@H](CCl)Cl,-1.27,,
c1cc(ccc1N)Cl,-5.9,,
c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,-9.44,,
Cc1cccnc1C,-4.82,This molecule is a natural product found in Nicotiana tabacum with data available.,CHEMBL3303914
c1cnccc1C#N,-6.02,,
CCOP(=S)(OCC)SCSCC,-4.37,"This molecule is a clear liquid with an objectionable odor. Used as an insecticide and acaricide; it is applied to plants and soil. (EPA, 1998) This molecule is an organic thiophosphate and an organothiophosphate insecticide. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an EC 3.1.1.8 (cholinesterase) inhibitor, an acaricide and an agrochemical. It is functionally related to an (ethylsulfanyl)methanethiol. This molecule is a synthetic organophosphate acetylcholinesterase inhibitor that is used as a pesticide. It is characterized as a colorless to pale yellow or light brown liquid with a skunk-like odor, and exposure occurs by inhalation, ingestion, or contact. This molecule is an organophosphate insecticide and acaricide that controls pests by systemic, contact, and fumigant action. It is used against sucking and chewing insects, leafhoppers, leafminers, mites, some nematodes and rootworms. This molecule is used in pine forests and on root and field crops, including corn, cotton, coffee, some ornamental and herbaceous plants and bulbs. This molecule is extremely toxic; it is a Restricted Use Pesticide (RUP) and is among the most poisonous chemicals commonly used for pest control. (L1186)",CHEMBL510014
CC(=O)C1CCCCC1,-3.9,,
Cc1ccccc1C=O,-3.93,"This molecule is a clear liquid. (NTP, 1992) This molecule is a tolualdehyde compound with the methyl substituent at the 2-position. It has a role as a plant metabolite. This molecule is a natural product found in Artemisia minor, Gossypium hirsutum, and other organisms with data available.",CHEMBL1487138
CC(=O)c1ccncc1,-7.62,"This molecule is a dark amber liquid. (NTP, 1992) This molecule is a natural product found in Nicotiana tabacum with data available.",CHEMBL445953
c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.71,,
CC(=O)C,-3.8,,
CC(=C)C,1.16,,
c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl,-3.61,,
CCCCC[N+](=O)[O-],-2.82,,
CCC/C=C/C=O,-3.68,"This molecule is a 2-hexenal in which the olefinic double bond has E configuration. It occurs naturally in a wide range of fruits, vegetables, and spices. It has a role as a flavouring agent, an antibacterial agent and a plant metabolite. This molecule is a natural product found in Camellia sinensis, Aethus indicus, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease. 
This molecule is found in allspice. This molecule is used in perfumery and flavourings. This molecule belongs to the family of Medium-chain Aldehydes. These are An aldehyde with a chain length containing between 6 and 12 carbon atoms.",CHEMBL2228570
CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-],-11.95,,
C1CCOC1,-3.47,"This molecule appears as a clear colorless liquid with an ethereal odor. Less dense than water. Flash point 6 °F. Vapors are heavier than air. This molecule is a cyclic ether that is butane in which one hydrogen from each methyl group is substituted by an oxygen. It has a role as a polar aprotic solvent. It is a member of oxolanes, a saturated organic heteromonocyclic parent, a cyclic ether and a volatile organic compound. This molecule is a natural product found in Castanopsis cuspidata and Coffea arabica with data available.",CHEMBL276521
CCCCCCCC,2.88,"This molecule is a colorless liquid with an odor of gasoline. Less dense than water and insoluble in water. Hence floats on water. Produces irritating vapor. This molecule is a straight chain alkane composed of 8 carbon atoms. It has a role as a xenobiotic. This molecule is a natural product found in Humulus lupulus, Aster scaber, and other organisms with data available. This molecule is an alkane with the chemical formula C8H18. It has 18 isomers. One of the isomers, 2,2,4-trimethylpentane or isooctane, is of major importance, as it has been selected as the 100 point on the octane rating scale, with n-heptane as the zero point. This molecule ratings are ratings used to represent the anti-knock performance of petroleum-based fuels (octane is less likely to prematurely combust under pressure than heptane), given as the percentage of 2,2,4-trimethylpentane in an 2,2,4-trimethylpentane / n-heptane mixture that would have the same performance. It is an important constituent of gasoline.",CHEMBL134886
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.25,,
CC(=CCC[C@](C)(C=C)OC(=O)C)C,-2.49,,
C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],-4.29,,
CC(C)OC(C)C,-0.53,This molecule appears as a clear colorless liquid with an ethereal odor. Flash point -18 °F. Less dense than water. Vapors heavier than air.,CHEMBL3185565
CCCCC(C)C,2.93,This molecule is a natural product found in Apium graveolens with data available. This molecule is a hydrocarbon and one of the isomers of heptane. Heptanes may be found in gasoline and are widely used as solvents. They are also sold as fuel for outdoor stoves. (L1289),CHEMBL1797267
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O,-5.22,,
[C@@H](C(F)(F)F)(Cl)Br,-0.11,,
CCCCOCCCC,-0.83,"This molecule appears as a clear colorless liquid with an ethereal odor. Flash point below 141 °F. Less dense than water and insoluble in water. Vapors heavier than air. Irritates the eyes, nose, throat, and respiratory tract.",CHEMBL48132
CCCCCC1CCCC1,2.55,,
CC(C)CC(C)C,2.83,,
Cc1ccc(nc1)C,-4.72,,
C/C=C/C=O,-4.22,"This molecule is a water-white to straw-colored liquid with a pungent, suffocating odor. Used as a chemical intermediate in a variety of industrial processes (surfactants, textiles, paper, fuels, insecticides, leather tanning, etc.). Used in chemical warfare. (EPA, 1998) This molecule is an enal consisting of propene having a formyl group at the 1-position. This molecule is an unsaturated aldehyde with commercial applications, including the manufacture of sorbic acid, that is also found in tobacco smoke, gasoline and diesel engine exhausts, and smoke from wood burning. Airborne exposure to this chemical can cause eyes, nose, throat, and lung irritation. This molecule is a natural product found in Artemisia judaica, Zanthoxylum schinifolium, and Nicotiana tabacum with data available.",CHEMBL1086445
CCC[C@H](C)CC,2.71,,
c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,-1.96,,
c1ccc(cc1)O[C@@H](C(F)F)F,-1.29,,
COCCOC,-4.84,"This molecule appears as a liquid with a sharp odor. Less dense than water. Flash point 34 °F. Mildly toxic by ingestion and inhalation. Severely irritates skin and eyes. Vapors heavier than air. Used to make other chemicals. This molecule is a diether that is the 1,2-dimethyl ether of ethane-1,2-diol. It has a role as a non-polar solvent. It is functionally related to an ethylene glycol.",CHEMBL1232411
CC[C@H](C)c1ccccc1,-0.45,,
c1ccc(cc1)CCCO,-6.92,,
CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-6.23,,
COc1ccc(cc1)C(=O)OC,-5.33,,
CCC(=O)Nc1ccc(c(c1)Cl)Cl,-7.78,,
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-10.21,,
C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,,
CC(C)CCOC(=O)C,-2.21,,
CCCCCCCl,0.0,"Mobil, clear liquid.",CHEMBL156095
CC(C)CC(=O)C,-3.05,,
CCCCCC=O,-2.81,"This molecule appears as a clear colorless liquid with a pungent odor. Flash point 90 °F. Less dense than water and insoluble in water. Vapors heavier than air. This molecule is a saturated fatty aldehyde that is hexane in which one of the terminal methyl group has been mono-oxygenated to form the corresponding aldehyde. It has a role as a human urinary metabolite. It is a saturated fatty aldehyde, a n-alkanal and a medium-chain fatty aldehyde. It derives from a hydride of a hexane. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Humulus lupulus, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease.
This molecule is an alkyl aldehyde found in human biofluids. Human milk samples collected from women contains hexanal. Among mediators of oxidative stress, highly reactive secondary aldehydic lipid peroxidation products can initiate the processes of spontaneous mutagenesis and carcinogenesis and can also act as a growth-regulating factors and signaling molecules. In specimens obtained from adult patients with brain astrocytomas, lower levels of n-hexanal are associated with poorer patient prognosis. This molecule is a volatile compound that has been associated with the development of undesirable flavours. The content of hexanal, which is a major breakdown product of linoleic acid (LA, n - 6 PUFA) oxidation, has been used to follow the course of lipid oxidation and off-flavour development in foods, and have been proposed as one potential marker of milk quality. A cardboard-like off-flavour is frequently associated with dehydrated milk products. This effect is highly correlated with the headspace concentration of hexanal. (A7871, A7872).",CHEMBL280331
c1cc(cc(c1)Cl)N,-5.82,,
C1COCCN1,-7.17,"This molecule appears as a colorless liquid with a fishlike odor. Flash point 100 °F. Corrosive to tissue. Less dense than water and soluble in water. Vapors heavier than air. Used to make other chemicals, as a corrosion inhibitor, and in detergents. This molecule is an organic heteromonocyclic compound whose six-membered ring contains four carbon atoms and one nitrogen atom and one oxygen atom that lies opposite to each other; the parent compound of the morpholine family. It has a role as a NMR chemical shift reference compound. It is a saturated organic heteromonocyclic parent and a member of morpholines. It is a conjugate base of a morpholinium.",CHEMBL276518
CCOC(C)OCC,-3.28,"This molecule appears as a clear colorless liquid with a pleasant odor. Boiling point 103-104 °C. Flash point -5 °F. Density 0.831 g / cm3. Slightly soluble in water. Vapors heavier than air. Moderately toxic and narcotic in high concentrations. This molecule is an acetal. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Citrus reticulata, Allium ampeloprasum, and other organisms with data available.",CHEMBL1338583
CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.51,,
CS,-1.2,,
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-4.23,,
CC(=O)c1ccc(cc1)OC,-4.4,,
C=CCO,-5.03,"This molecule appears as a clear colorless liquid with a mustard-like odor. Flash point 70 °F. Very toxic by inhalation and ingestion. Less dense than water (7.1 lb / gal). Vapors are heavier than air. Prolonged exposure to low concentrations or short exposure to high concentrations may have adverse health effects from inhalation. This molecule is a propenol in which the C=C bond connects C-2 and C-3. It is has been found in garlic (Allium sativum). Formerly used as a herbicide for the control of various grass and weed seeds. It has a role as an insecticide, a herbicide, an antibacterial agent, a fungicide and a plant metabolite. It is a primary allylic alcohol and a propenol. This molecule is a natural product found in Bos taurus, Allium sativum, and Vitis vinifera with data available.",CHEMBL234926
CCSC,-1.5,,
CCCCCOC(=O)C,-2.51,,
c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,,
CC(=O)c1ccccc1,-4.58,"This molecule appears as a colorless liquid with a sweet pungent taste and odor resembling the odor of oranges. Freezes under cool conditions. Slightly soluble in water and denser than water. Hence sinks in water. Vapor heavier than air. A mild irritant to skin and eyes. Vapors can be narcotic in high concentrations. Used as a flavoring, solvent, and polymerization catalyst. This molecule is a methyl ketone that is acetone in which one of the methyl groups has been replaced by a phenyl group. It has a role as a photosensitizing agent, an animal metabolite and a xenobiotic. This molecule is used for fragrance in soaps and perfumes, as a flavoring agent in foods, and as a solvent for plastics and resins. Acute (short-term) exposure to acetophenone vapor may produce skin irritation and transient corneal injury in humans. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of acetophenone in humans. EPA has classified acetophenone as a Group D, not classifiable as to human carcinogenicity. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Elsholtzia eriostachya, and other organisms with data available.",CHEMBL274467
CCCl,-0.63,"This molecule is a colorless gas at room temperature and pressure. It has a characteristically sharp smell. It is a liquid when stored in pressurized containers; however, the liquid evaporates quickly when exposed to room air. This molecule catches fire easily. It was used in leaded gasoline, but strict new government regulations have reduced that use dramatically. It is used in the production of cellulose, dyes, medicinal drugs, and other commercial products, and as a solvent and refrigerant. It is also used to numb the skin before medical procedures such as ear piercing and skin biopsies and as a treatment in sports injuries. This molecule appears as a clear colorless gas with a pungent odor. Flash point -58 °F. Boiling point 54 °F. Less dense than water and insoluble in water. Vapors are heavier than air. Under prolonged exposure to fire or heat the containers may rupture violently and rocket. This molecule is the simplest and least toxic member of the class of chloroethanes, that is ethane in which a single hydrogen is substituted by a chlorine. A colourless gas at room temperature and pressure (boiling point 12℃), it is used as a mild topical anaesthetic to numb the skin prior to ear piercing, skin biopsies, etc., and is also used in the treatment of sports injuries. It was formerly used in the production of tetraethyllead. It has a role as a local anaesthetic, an antipruritic drug and an inhalation anaesthetic. This molecule, or chloroethane, has a chemical formula C2H5Cl. It was commonly used in the production of tetraethyllead (TEL), which is an additive for gasoline. It was also used in other commerical applications as a chemical reagent. It is still used in the treatment of cellulose to make ethylcellulose for commercial products. This molecule is used as a diagnostic tool to detect a dead tooth with nonviable pulp. Exposure to ethyl chloride may occur from the use of consumer products containing it. The acute (short- term) effects of ethyl chloride from inhalation exposure in humans consists of temporary feelings of drunkenness, and higher levels cause lack of muscle coordination and unconsciousness. The chronic (long-term) health effects resulting from exposure to air containing low levels of ethyl chloride in humans is not known. Some animal studies indicate effects on the lungs, liver, kidneys, and heart due to exposure to ethyl chloride via inhalation. No studies were located regarding carcinogenic effects following ethyl chloride inhalation exposure in humans. A study by the National Toxicology Program (NTP) indicated that inhaled ethyl chloride is carcinogenic in female mice and may be carcinogenic in rats. EPA has not classified ethyl chloride for carcinogenicity. This molecule is a colorless gas at room temperature and pressure, with a characteristically sharp odor. People can smell chloroethane in the air at levels above 4 parts chloroethane in a million parts of air by volume (ppm). It can be smelled in water at levels above 0.02 parts chloroethane in a million parts of water (ppm). In pressurized containers, chloroethane exists as a liquid. However, the liquid evaporates quickly when exposed to air. It catches fire easily and is very dangerous when exposed to heat or flame. Chloroethane does not occur naturally in the environment. It is present in the environment as a result of human activity. In the past, the largest single use for chloroethane was for the production of tetraethyl lead, which is a gasoline additive. However, production of chloroethane has decreased dramatically as a result of stricter government regulations controlling lead in gasoline. Other applications include use in the production of ethyl cellulose, dyes, medicinal drugs, and other commercial chemicals, and use as a solvent and refrigerant. It is used to numb skin prior to medical procedures such as ear piercing and skin biopsies, and it is used in the treatment of sports injuries. (L935)",CHEMBL46058
CCCC1CCCC1,2.13,,
c1c(cc(cc1Cl)Cl)Cl,-0.78,,
CCCOC(=O)c1ccc(cc1)O,-9.37,,
c1cc(cc(c1)Cl)O,-6.62,,
CC(C)CCO,-4.42,"This molecule is a colorless liquid with a mild, choking alcohol odor. Less dense than water, soluble in water. Hence floats on water. Produces an irritating vapor. (USCG, 1999) This molecule is an primary alcohol that is butan-1-ol in which a hydrogen at position 3 has been replaced by a methyl group. It has a role as a xenobiotic metabolite, a Saccharomyces cerevisiae metabolite and an antifungal agent. It is a primary alcohol, a volatile organic compound and an alkyl alcohol. It derives from a hydride of an isopentane. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Ambrosiozyma monospora, Humulus lupulus, and other organisms with data available.",CHEMBL372396
CCCCCN,-4.09,,
Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,,
CC(C)CCC(C)(C)C,2.93,,
CCCCOCCO,-6.25,"This molecule appears as a colorless liquid with a mild, pleasant odor. Less dense than water. Flash point 160 °F. Irritates skin and eyes and may be toxic by ingestion. Used as a solvent and to make paints and varnish. This molecule is a primary alcohol that is ethanol in which one of the methyl hydrogens is replaced by a butoxy group. A high-boiling (171℃) colourless liquid, it is used as a solvent for paints and inks, as well as in some dry cleaning solutions. It has a role as a protic solvent. It is a primary alcohol and a glycol ether. This molecule is a natural product found in Camellia sinensis, Solanum tuberosum, and other organisms with data available.",CHEMBL284588
C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-4.82,,
c1ccc(cc1)C(=O)N,-11.0,,
CC(C)[N+](=O)[O-],-3.13,"This molecule appears as colorless liquid with a mild fruity odor. May float on or sink in water. (USCG, 1999) This molecule is a secondary nitroalkane that is propane in which a hydrogen at position 2 has been replaced by a nitro group. Mainly used as a solvent (b.p. 120℃). It has a role as a hepatotoxic agent, a carcinogenic agent, a polar aprotic solvent and a xenobiotic. This molecule is used primarily as a solvent. Severe liver damage, as well as some kidney damage, has been observed in workers poisoned from acute (short-term) inhalation exposure to 2-nitropropane. Chronic (long-term) inhalation exposure to 2-nitropropane has caused nausea, vomiting, diarrhea, severe headaches, and pulmonary irritation in workers. Liver effects have been observed in animals chronically exposed to 2-nitropropane by inhalation. No information is available on the reproductive, developmental, or carcinogenic effects of 2-nitropropane in humans. In one animal study, liver tumors were observed in rats. EPA has classified 2-nitropropane as a Group B2, probable human carcinogen. This molecule is a synthetic, flammable, colorless liquid that is slightly soluble in water, and miscible with most aromatic hydrocarbons, ketones, esters, ethers and the lower carboxylic acids. It is used primarily both as a chemical intermediate and as a solvent for numerous commercial products. This molecule is also used as a component of explosives and propellants, and in fuels for internal combustion engines. The primary routes of potential human exposure to 2-nitropropane are dermal contact, inhalation, and ingestion. Contact with this compound can cause irritation of the eyes and skin. Acute inhalation exposure to low levels of 2-nitropropane vapors can result in irritation of the respiratory tract. Breathing higher levels of this chemical may cause anorexia, nausea, vomiting and diarrhea. It is reasonably anticipated to be a human carcinogen. (NCI05)",CHEMBL261886
C(C(CO)O)O,-13.43,,
CCCI,-0.53,,
COCCN,-6.55,,CHEMBL4101550
C(C(Cl)(Cl)Cl)Cl,-1.43,,
CCC(=O)OC,-2.93,"This molecule appears as a clear colorless liquid. Flash point 28 °F. Density about the same as water. Vapors heavier than air. May irritate skin, eyes, and mucous membranes. Used for flavoring and as a solvent. This molecule is a carboxylic ester. This molecule is a natural product found in Durio zibethinus, Actinidia chinensis, and other organisms with data available.",CHEMBL3183973
C1CCCC1,1.2,"This molecule appears as a clear colorless liquid with a petroleum-like odor. Flash point of -35 °F. Less dense than water and insoluble in water. Vapors are heavier than air. This molecule is a cycloalkane that consists of five carbons each bonded with two hydrogens above and below the plane. The parent of the class of cyclopentanes. It has a role as a non-polar solvent. It is a member of cyclopentanes, a cycloalkane and a volatile organic compound. This molecule is a natural product found in Oryza sativa and Senna sophera with data available. This molecule is a cyclic hydrocarbon. It is a component of gasoline and is used in the manufacture of synthetic resins and rubber adhesives, and also as a blowing agent in the manufacture of polyurethane insulating foam. (L1298)",CHEMBL1370850
CCc1cccnc1,-4.59,"This molecule is a member of pyridines. This molecule is a natural product found in Camellia sinensis, Nicotiana tabacum, and Arctostaphylos uva-ursi with data available.",CHEMBL23025
Cc1cc(cnc1)C,-4.84,,
COCCO,-6.619999999999999,"This molecule appears as a clear colorless liquid. Flash point of 110 °F. Less dense than water. Vapors are heavier than air. This molecule is a hydroxyether that is ethanol substituted by a methoxy group at position 2. It has a role as a protic solvent and a solvent. This molecule is a natural product found in Solanum lycopersicum with data available. This molecule is a clear and colorless liquid at room temperature mainly used as a solvent. It is used for many purposes including varnishes, dyes, resins, printing, finishing textile, and semiconductor manufacturing. It is a central nervous system toxicant and has been shown to damage the lungs and kidneys in animal testing.",CHEMBL444144
COC=O,-2.78,"This molecule appears as a clear colorless liquid with an agreeable odor. Flash point -27 °F. Less dense than water Vapors heavier than air. This molecule is a formate ester resulting from the formal condensation of formic acid with methanol. A low-boiling (31.5 ℃) colourless, flammable liquid, it has been used as a fumigant and larvicide for tobacco and food crops. It has a role as a polar aprotic solvent, a fumigant, an insecticide and a refrigerant. It is a formate ester, a methyl ester and a volatile organic compound. It is functionally related to a methanol. This molecule is a natural product found in Aloe africana and Coffea arabica with data available.",CHEMBL295026
c1ccc2cc(ccc2c1)N,-7.47,,
Cc1c[nH]cn1,-10.27,This molecule is imidazole substituted at position 4 by a methyl group. It has a role as a carcinogenic agent and a reaction intermediate. This molecule is a natural product found in Sophora flavescens with data available.,CHEMBL1230309
Cc1cccc(c1)[N+](=O)[O-],-3.45,,
C(CCCl)CCl,-2.32,,
CC(=O)CO[N+](=O)[O-],-5.99,,
CC(C)(C)c1ccccc1,-0.44,This molecule is a natural product found in Gossypium hirsutum and Chrysanthemum indicum with data available.,CHEMBL1797277
CCCCCC(=O)OC,-2.49,,
C[C@@H](C(F)(F)F)O,-4.16,,
CCCCCBr,-0.1,This molecule is a natural product found in Fucus vesiculosus with data available.,CHEMBL155850
CCCCCCC=C,1.92,,
CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,,
CC(C)O,-4.74,"Volatile, colorless liquid with a sharp musty odor like rubbing alcohol. Flash point of 53 °F. Vapors are heavier than air and mildly irritating to the eyes, nose, and throat. Density approximately 6.5 lb / gal. Used in making cosmetics, skin and hair preparations, pharmaceuticals, perfumes, lacquer formulations, dye solutions, antifreezes, soaps, window cleaners. Sold in 70% aqueous solution as rubbing alcohol. This molecule is a secondary alcohol that is propane in which one of the hydrogens attached to the central carbon is substituted by a hydroxy group. It has a role as a protic solvent. It is a secondary fatty alcohol and a secondary alcohol. An isomer of 1-propanol. It is a colorless liquid having disinfectant properties. It is used in the manufacture of acetone and its derivatives and as a solvent. Topically, it is used as an antiseptic. This molecule is an isomer of propyl alcohol with antibacterial properties. Although the exact mechanism of isopropanol's disinfecting action is not known, it might kill cells by denaturing cell proteins and DNA, interfering with cellular metabolism, and dissolving cell lipo-protein membranes. Isopropanol is used in soaps and lotions as an antiseptic. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Opuntia ficus-indica, Malus pumila, and other organisms with data available. This molecule is an isomer of 1-propanol. It is a colorless liquid having disinfectant properties. It is used in the manufacture of acetone and its derivatives and as a solvent. Topically, it is used as an antiseptic. Small amounts of this alcohol are produced naturally by gut microbial flora.",CHEMBL582
CCCCCCN,-3.95,"This molecule appears as a water-white liquid with an amine-like odor. Less dense than water and poorly soluble in water. Hence floats on water. May be toxic by inhalation, ingestion or skin absorption. This molecule is a 6-carbon primary aliphatic amine. It has a role as a metabolite. It is a conjugate base of a hexan-1-aminium. This molecule is a natural product found in Apis cerana and Euglena gracilis with data available.",CHEMBL1320720
C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,,
Cc1ccc(c(c1)C)O,-6.01,,
CCCCCO,-4.57,"This molecule appears as a colorless liquid with a mild to moderately strong odor. Less dense than water. Flash point 91 °F. Boiling point 280 °F. Vapors heavier than air. Moderately toxic by ingestion. Vapors may irritate skin and eyes. Used as a solvent and to make other chemicals. This molecule is a short-chain primary fatty alcohol that is pentane in which a hydrogen of one of the methyl groups is substituted by a hydroxy group. It has been isolated from Melicope ptelefolia. It has a role as a plant metabolite and a human metabolite. It is a pentanol and a short-chain primary fatty alcohol. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Angelica gigas, and other organisms with data available.",CHEMBL14568
CCC[C@@H](C)O,-4.39,,
CCCC[C@@H](C)CC,2.97,,
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,,
CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-8.15,,
Cc1ccc(cc1C)O,-6.5,,
Cc1cc(ccc1Cl)O,-6.79,,
CCCC/C=C/C,1.68,,
CCCOCCC,-1.16,This molecule appears as a colorless liquid with a strong odor. Less dense than water and slightly soluble in water. Vapors are heavier than air. In high concentrations the vapors may be narcotic.,CHEMBL3187166
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.2,,
CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,,
CC(C)CC(C)(C)C,2.89,"This molecule appears as a clear colorless liquid with a petroleum-like odor. Less dense than water and insoluble in water. Vapors are heavier than air. This molecule is an alkane that consists of pentane bearing two methyl substituents at position 2 and a single methyl substituent at position 4. It has a role as a fuel additive, a non-polar solvent and a nephrotoxin. It is an alkane and a volatile organic compound. This molecule is released to the environment through the manufacture, use, and disposal of products associated with the petroleum and gasoline industry. During an accident, 2,2,4-trimethylpentane penetrated the skin of a human which caused necrosis of the skin and tissue in the hand and required surgery. No other information is available on the acute (short-term) effects in humans. Irritation of the lungs, edema, and hemorrhage have been reported in rodents acutely exposed by inhalation and injection. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of 2,2,4-trimethylpentane in humans. Kidney and liver effects have been observed in rats chronically exposed via gavage (experimentally placing the chemical in the stomach) and inhalation. EPA has not classified 2,2,4-trimethylpentane with respect to potential carcinogenicity. This molecule is a natural product found in Zingiber officinale with data available. This molecule is a hydrocarbon and one of the isomers of octane. Octanes may be found in gasoline. (L1296)",CHEMBL1797261
CCCCC(=O)CCCC,-2.64,,
CCCCN(CC)C(=O)SCCC,-3.64,"This molecule is a colorless to yellow liquid with aromatic odor. Non corrosive. Used as an herbicide. This molecule is a tertiary amine. This molecule is a thiocarbamate herbicide. It is used to control both grassy and broadleaf weeds.  Used for selective weed control in sugar beets, tobacco, and tomatoes. Thiocarbamates are mainly used in agriculture as insecticides, herbicides, and fungicides.  Additional uses are as biocides for industrial or other commercial applications, and in household products.  Some are used for vector control in public health. Thiocarbamates are mostly liquids or solids with low melting points.",CHEMBL2251585
CCCCCC=C,1.66,,
CC(C)OC=O,-2.02,This molecule is a carboxylic ester. This molecule is a natural product found in Coffea arabica with data available.,CHEMBL3184082
CC(OC(=O)C)OC(=O)C,-4.97,,
c1c(c(=O)[nH]c(=O)[nH]1)Cl,-17.74,,
CC(=C)c1ccccc1,-1.24,,
CCC(C)C,2.38,"Watery colorless liquid with a gasoline-like odor. Floats on water. Flammable, irritating vapor is produced. Boiling point is 82 °F. (USCG, 1999) This molecule is an alkane that is butane substituted by a methyl group at position 2. It has a role as a refrigerant. This molecule is under investigation in clinical trial NCT00752089 (Experimental Dentifrice Remineralization/fluoride Uptake in an in Situ Model). This molecule is an organic, branched-chain alkane with five carbon atoms. This molecule is a natural product found in Punica granatum with data available. This molecule is a hydrocarbon and one of three isomers of pentane. Pentanes are components of some fuels, such as gasoline, and are also used as specialty solvents in the laboratory. (L1287)",CHEMBL1797287
CCCCO[N+](=O)[O-],-2.09,,CHEMBL249809
c1ccc(cc1)Br,-1.46,,
