smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,RTI 12,-3.446,1,288.73800000000006,0,3,1,49.330000000000005,-4.114,,
CNC(=O)Oc1cccc2ccccc12,Carbaryl,-3.087,1,201.225,1,2,1,38.33,-3.224,"This molecule appears as a white crystalline solid. Insoluble in water. Combustible, although difficult to ignite. Toxic by inhalation (dust, etc.). Produces toxic oxides of nitrogen during combustion. This molecule is a carbamate ester obtained by the formal condensation of 1-naphthol with methylcarbamic acid. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, a carbamate insecticide, an EC 3.1.1.8 (cholinesterase) inhibitor, an acaricide, an agrochemical and a plant growth retardant. It is a carbamate ester and a member of naphthalenes. It is functionally related to a methylcarbamic acid and a 1-naphthol. This molecule is an insecticide used on a variety of crops. Acute (short-term) and chronic (long-term) occupational exposure of humans to carbaryl has been observed to cause cholinesterase inhibition, and reduced levels of this enzyme in the blood cause neurological effects. These effects appear to be reversible upon discontinuation of exposure. Headaches, memory loss, muscle weakness and cramps, and anorexia are caused by prolonged low-level exposure to carbaryl resulting from cholinesterase inhibition. EPA has classified carbaryl as a Group D, not classifiable as to human carcinogenicity. This molecule is a synthetic carbamate acetylcholinesterase inhibitor and suspected endocrine disruptor that is used as a pesticide. It is characterized as a toxic, white-grey odorless solid, and exposure occurs by inhalation, ingestion, or contact. This molecule is a carbamate pesticide. Carbamate pesticides are derived from carbamic acid and kill insects in a similar fashion as organophosphate insecticides. They are widely used in homes, gardens and agriculture. The first carbamate, carbaryl, was introduced in 1956 and more of it has been used throughout the world than all other carbamates combined. Because of carbaryl's relatively low mammalian oral and dermal toxicity and broad control spectrum, it has had wide use in lawn and garden settings. Most of the carbamates are extremely toxic to Hymenoptera, and precautions must be taken to avoid exposure to foraging bees or parasitic wasps. Some of the carbamates are translocated within plants, making them an effective systemic treatment. (L795)",CHEMBL46917
C#C,Ethyne,-0.252,1,26.038,0,0,0,0.0,0.29,"This molecule appears as a colorless gas with a faint garlic-like odor. Easily ignited and burns with a sooty flame. Gas is lighter than air. Flame may flash back to the source of a leak very easily. Under prolonged exposure to fire or heat the containers may rupture violently and rocket. This molecule is a terminal acetylenic compound, a gas molecular entity and an alkyne.",CHEMBL116336
Cc1cncc(C)c1,"3,5-Dimethylpyridine",-2.0980000000000003,1,107.15599999999998,0,1,0,12.89,0.38,,
C1C=CCC=C1,"1,4-Cyclohexadiene",-1.842,2,80.12999999999998,0,1,0,0.0,-2.06,,
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,Mecarbam,-3.738,1,329.3800000000001,0,0,8,65.07000000000001,-2.518,"This molecule is an organic thiophosphate that is O,O-diethyl hydrogen phosphorodithioate in which the hydrogen attached to a sulfur is replaced by a 2-[(ethoxycarbonyl)(methyl)amino]-2-oxoethyl group. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an acaricide and an agrochemical. It is an organic thiophosphate, an organothiophosphate insecticide and a carbamate ester.",CHEMBL1417951
CC(O)c1ccccc1,1-Phenylethanol,-1.919,1,122.16699999999996,1,1,1,20.23,-0.92,"This molecule appears as a colorless liquid. Insoluble in water and less dense than water. Contact may slightly irritate skin, eyes and mucous membranes. May be slightly toxic by ingestion, inhalation and skin absorption. Used to make other chemicals. This molecule is an aromatic alcohol that is ethanol substituted by a phenyl group at position 1. It has a role as a mouse metabolite. This molecule is a natural product found in Grosmannia crassivaginata, Plumeria rubra, and other organisms with data available.",CHEMBL508917
CC(Cl)CCl,"1,2-Dichloropropane",-1.794,1,112.987,0,0,1,0.0,-1.6,"This molecule is a colorless, flammable liquid with a chloroform-like odor. It is moderately soluble in water and readily evaporates into air. It does not occur naturally in the environment. This molecule production in the United States has declined over the past 20 years. It was used in the past as a soil fumigant, chemical intermediate and industrial solvent and was found in paint strippers, varnishes, and furniture finish removers. Most of these uses were discontinued. Today, almost all of the 1,2-dichloropropane is used as a chemical intermediate to make perchloroethylene and several other related chlorinated chemicals. This molecule is a colorless watery liquid with a sweet odor. Sinks in water. Produces an irritating vapor. (USCG, 1999) This molecule is a racemate comprising equimolar amounts of (R)- and (S)-1,2-dichloropropane. It is used as a fumigant to control nematodes in soil and insects in stored grain. It has a role as a fumigant insecticide, an agrochemical, a carcinogenic agent and a polar aprotic solvent. It contains a (R)-1,2-dichloropropane and a (S)-1,2-dichloropropane. This molecule is used as a chemical intermediate in several industries. Acute (short-term) inhalation exposure to high levels of propylene dichloride by humans results in effects on the lungs, gastrointestinal system, blood, liver, kidneys, central nervous system, and eyes. Limited information is available on the chronic (long-term), reproductive, developmental, and carcinogenic effects of propylene dichloride in humans. Animal studies have reported effects on the respiratory system and blood from chronic inhalation exposure. Animal studies have reported developmental effects from propylene dichloride exposure by gavage (experimentally placing the chemical in the stomach). Animal studies have reported an increased incidence of mammary gland tumors in female rats and liver tumors in male and female mice given propylene dichloride by gavage. EPA has provisionally classified propylene dichloride as a Group B2, probable human carcinogen.",CHEMBL44641
CCCC=C(CC)C=O,2-Ethyl-2-hexanal,-2.081,1,126.19899999999998,0,0,4,17.07,-2.46,,
CCOP(=S)(OCC)SCCSCC,Disulfoton,-3.975,1,274.413,0,0,9,18.46,-4.23,"This molecule is a manufactured substance used as a pesticide to control a variety of harmful pests that attack many field and vegetable crops. It does not occur naturally. Pure disulfoton is a colorless oil with an unidentifiable characteristic odor and taste. The technical product is dark yellowish, with an aromatic odor. Common trade names are Di-syston, Disystox, Frumin AL, and Soilvirex. Use of trade names is for identification only and does not imply endorsement by the Agency for Toxic Substances and Disease Registry, the Public Health Service, or the U.S. Department of Health and Human Services. It is used to protect small grains, sorghum, corn, and other field crops; some vegetables, fruit, and nut crops; and ornamental and potted plants against certain insects. Although it is used mostly in agriculture, small quantities are used on home and garden plants, and for mosquito control in swamps. The use of disulfoton has decreased in recent years. This molecule is a dark, yellow, oily liquid with a characteristic sulfur odor. It is a water emulsifiable liquid. It is toxic by inhalation, skin absorption, and/or ingestion. Exposure to skin or eyes may cause burns. It is combustible but does not ignite easily. When exposed to high temperature this material may emit toxic fumes. It is used as a pesticide. May be found in the form of a dry mixture where the liquid is absorbed onto a dry carrier. This molecule is an organic thiophosphate that is the diethyl ester of S-[2-(ethylsulfanyl)ethyl] dihydrogen phosphorodithioate. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an acaricide and an agrochemical. It is an organic thiophosphate and an organothiophosphate insecticide. This molecule is a synthetic organic thiophosphate compound and organophosphate acetylcholinesterase inhibitor, neurotoxicant, and possible carcinogen that is used as a pesticide. It is characterized as a toxic colorless to yellow oily liquid that has an unidentifiable or sulfur-like odor, and exposure occurs by inhalation, ingestion, or contact. This molecule is a manufactured organophosphate used as a pesticide. It is used mainly in agriculture to protect field and vegetable crops. (L123)",CHEMBL1332314
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,methyltestosterone acetate,-4.863,1,344.4950000000001,0,4,1,43.370000000000005,-5.284,,
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,"2,4,6-PCB",-5.604,1,257.547,0,2,1,0.0,-6.14,,
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,difluron,-4.692,1,310.687,2,2,2,58.2,-6.02,,
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46,,
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,diisooctyl phthalate,-7.117000000000001,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005,,
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,Corticosterone,-3.454,1,346.46700000000016,2,4,2,74.6,-3.24,,
Cc1cc(C)cc(C)c1,"1,3,5-Trimethylbenzene ",-3.375,1,120.19499999999998,0,1,0,0.0,-3.4,"This molecule appears as a colorless liquid with a peculiar odor. Insoluble in water and less dense than water. Flash point near 123 °F. May be toxic by ingestion and inhalation. Used to make plastics and dyes. This molecule is a trimethylbenzene carrying methyl substituents at positions 1, 3 and 5. This molecule is a natural product found in Ferulago nodosa, Carica papaya, and Lepidium meyenii with data available.",CHEMBL1797281
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,dioctyl phthalate,-7.148,1,390.5640000000004,0,1,16,52.60000000000001,-5.115,,
CCCCCCCCCCCCCCCO,1-Pentadecanol,-4.586,1,228.42,1,0,13,20.23,-6.35,"This molecule is a colorless liquid with a faint odor of alcohol. Floats on water. (USCG, 1999) This molecule is a long-chain fatty alcohol that is pentadecane in which one of the terminal methyl hydrogens is replaced by a hydroxy group It is a long-chain primary fatty alcohol and a pentadecanol. This molecule is a natural product found in Angelica gigas, Morina persica, and other organisms with data available.",CHEMBL26561
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,"2,2',6,6'-PCB",-5.915,1,291.992,0,2,1,0.0,-7.39,,
O=C1NC(=O)NC(=O)C1(C)C,"5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27000000000001,-1.742,,
CC(C)I,2-Iodopropane,-2.486,1,169.993,0,0,0,0.0,-2.09,,
O=N(=O)c1ccccc1N(=O)=O,"1,2-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-3.1,,
CC(C)C(=O)C,3-Methyl-2-butanone,-0.912,1,86.13399999999999,0,0,1,17.07,-0.12,,
CCCCCCCCCCCCCCCC,Hexadecane,-6.159,1,226.44799999999992,0,0,13,0.0,-8.4,"This molecule is a colorless liquid. (NTP, 1992) This molecule is a straight-chain alkane with 16 carbon atoms. It is a component of essential oil isolated from long pepper. It has a role as a plant metabolite, a volatile oil component and a non-polar solvent. This molecule is a natural product found in Camellia sinensis, Vanilla madagascariensis, and other organisms with data available.",CHEMBL134994
CC12CCC(CC1)C(C)(C)O2,"1,8-Cineole",-2.579,1,154.253,0,3,0,9.23,-1.74,"This molecule is a colorless liquid with a camphor-like odor. Spicy cooling taste. (NTP, 1992) This molecule is a cineole. It has a role as a flavouring agent. This molecule is naturally produced cyclic ether and monoterpenoid. This molecule is an ingredient in many brands of mouthwash and cough suppressant. It controls airway mucus hypersecretion and asthma via anti-inflammatory cytokine inhibition. This molecule is an effective treatment for nonpurulent rhinosinusitis. This molecule reduces inflammation and pain when applied topically. It kills leukaemia cells in vitro. This molecule is a natural product found in Curcuma xanthorrhiza, Baeckea frutescens, and other organisms with data available.",CHEMBL485259
Cc2cccc3sc1nncn1c23 ,Tricyclazole,-2.8680000000000003,1,189.243,0,3,0,30.19,-2.07,,
CCCCCCC(=O)C,2-Octanone,-1.909,1,128.21499999999995,0,0,5,17.07,-2.05,,
CCCCCCCCC(=O)OC,Methyl nonanoate,-2.962,1,172.268,0,0,7,26.3,-3.38,"This molecule is a fatty acid methyl ester obtained from the formal condensation of methanol and nonanoic acid; a colourless liquid with a fruity odour, used in perfumes and flavours, and for medical research. It has a role as an epitope, a fragrance, an antifungal agent, an antinematodal drug and a plant metabolite. It is functionally related to a methanol and a nonanoic acid. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Daphne odora, Astragalus mongholicus, and other organisms with data available.",CHEMBL1234788
Fc1ccc(F)cc1,"1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-1.97,This molecule is a difluorobenzene. It has a role as a NMR chemical shift reference compound.,CHEMBL496192
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,Thalidomide,-1.944,1,258.233,1,3,1,83.55000000000001,-2.676,,
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,Trifluralin,-5.205,1,335.28200000000004,0,1,7,89.51999999999998,-5.68,,
CCO,Ethanol,0.02,1,46.069,1,0,0,20.23,1.1,"Ethanol with a small amount of an adulterant added so as to be unfit for use as a beverage. This molecule appears as a clear colorless liquid with a characteristic vinous odor and pungent taste. Flash point 55 °F. Density 6.5 lb / gal. Vapors are heavier than air. This molecule is a primary alcohol that is ethane in which one of the hydrogens is substituted by a hydroxy group. It has a role as an antiseptic drug, a polar solvent, a neurotoxin, a central nervous system depressant, a teratogenic agent, a NMDA receptor antagonist, a protein kinase C agonist, a disinfectant, a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a primary alcohol, an alkyl alcohol, a volatile organic compound and a member of ethanols. It is a conjugate acid of an ethoxide. A clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in alcoholic beverages. This molecule is a volatile liquid prepared by fermentation of certain carbohydrates. This molecule acts as a central nervous system (CNS) depressant, a diuretic, and a disinfectant. Although the exact mechanism of CNS depression is unknown, alcohol may act by inhibiting the opening of calcium channels, mediated by the binding of the inhibitory neurotransmitter gamma-amino butyric acid (GABA) to GABA-A receptors, or through inhibitory actions at N-methyl-D-aspartate (NMDA)-type glutamate receptors. This molecule inhibits the production of antidiuretic hormone, thereby producing diuresis that may lead to dehydration. This agent kills organisms by denaturing their proteins. This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Humulus lupulus, Tuber melanosporum, and other organisms with data available. This molecule is a clear, colorless liquid rapidly absorbed from the gastrointestinal tract and distributed throughout the body. It has bactericidal activity and is used often as a topical disinfectant. It is widely used as a solvent and preservative in pharmaceutical preparations as well as serving as the primary ingredient in alcoholic beverages. Indeed, ethanol has widespread use as a solvent of substances intended for human contact or consumption, including scents, flavorings, colorings, and medicines. This molecule has a depressive effect on the central nervous system and because of its psychoactive effects, it is considered a drug. This molecule has a complex mode of action and affects multiple systems in the brain, most notably it acts as an agonist to the GABA receptors. Death from ethanol consumption is possible when blood alcohol level reaches 0.4%. A blood level of 0.5% or more is commonly fatal. Levels of even less than 0.1% can cause intoxication, with unconsciousness often occurring at 0.3-0.4 %. This molecule is metabolized by the body as an energy-providing carbohydrate nutrient, as it metabolizes into acetyl CoA, an intermediate common with glucose metabolism, that can be used for energy in the citric acid cycle or for biosynthesis. This molecule within the human body is converted into acetaldehyde by alcohol dehydrogenase and then into acetic acid by acetaldehyde dehydrogenase. The product of the first step of this breakdown, acetaldehyde, is more toxic than ethanol. Acetaldehyde is linked to most of the clinical effects of alcohol. It has been shown to increase the risk of developing cirrhosis of the liver,[77] multiple forms of cancer, and alcoholism. Industrially, ethanol is produced both as a petrochemical, through the hydration of ethylene, and biologically, by fermenting sugars with yeast. Small amounts of ethanol are endogenously produced by gut microflora through anaerobic fermentation. However most ethanol detected in biofluids and tissues likely comes from consumption of alcoholic beverages. Absolute ethanol or anhydrous alcohol generally refers to purified ethanol, containing no more than one percent water. Absolute alcohol is not intended for human consumption. It often contains trace amounts of toxic benzene (used to remove water by azeotropic distillation). Consumption of this form of ethanol can be fatal over a short time period. Generally absolute or pure ethanol is used as a solvent for lab and industrial settings where water will disrupt a desired reaction. Pure ethanol is classed as 200 proof in the USA and Canada, equivalent to 175 degrees proof in the UK system.",CHEMBL545
O=C2NC(=O)C1(CCCC1)C(=O)N2,Cyclopentyl-5-spirobarbituric acid,-0.966,1,182.179,2,2,0,75.27,-2.349,,
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,Carbetamide,-2.29,1,236.271,2,1,4,67.42999999999999,-1.83,,
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,phenothrin,-6.763,1,350.4580000000001,0,3,6,35.53,-5.24,,
CN(C)C(=O)NC1CCCCCCC1,Cycluron,-2.629,1,198.30999999999992,1,1,1,32.34,-2.218,This molecule is a member of ureas.,CHEMBL1879112
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,Mirex,-6.155,1,545.5460000000002,0,6,0,0.0,-6.8,,
CCCCCCCCBr,1-Bromooctane,-3.721,1,193.128,0,0,6,0.0,-5.06,,CHEMBL156047
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,Benomyl,-2.902,1,290.323,2,2,4,85.25,-4.883,,
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,aminopyrine,-2.129,1,231.299,0,2,2,30.17,-0.364,,
CCC(O)CC,3-Pentanol,-0.97,1,88.15,1,0,2,20.23,-0.24,"This molecule is a secondary alcohol that is pentane substituted by a hydroxy group at position 3. It is produced by plants and is a component of emitted insect sex pheromones. It has a role as a pheromone, a biomarker, a plant metabolite and a fuel additive. It is a secondary alcohol and a pentanol. This molecule is a natural product found in Zingiber mioga, Opuntia ficus-indica, and other organisms with data available.",CHEMBL47100
Cc1ccc(cc1)N(=O)=O,p-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.49,,
CC(C)CCCO,4-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.14,"This molecule is a primary alcohol that is pentan-1-ol bearing an additional methyl substituent at position 4. It has a role as a metabolite. It is a primary alcohol and an alkyl alcohol. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Angelica gigas, Capsicum annuum, and other organisms with data available.",CHEMBL2260955
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,Norethisterone,-2.669,1,314.42500000000007,2,4,0,57.53,-4.57,,
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,bromopropylate,-5.832999999999999,1,428.12000000000006,1,2,4,46.53,-4.93,,
Nc2cnn(c1ccccc1)c(=O)c2Cl,Pyrazon,-2.603,1,221.647,1,2,1,60.91,-2.878,,
CCC(C)(C)O,2-Methylbutan-2-ol,-0.954,1,88.14999999999998,1,0,1,20.23,0.15,"This molecule appears as a clear, colorless liquid with an odor of camphor. Slightly soluble in water. This molecule is a tertiary alcohol that is propan-1-ol in which both of the hydrogens at position 1 have been replaced by methyl groups. It has a role as a protic solvent. It is a tertiary alcohol and an aliphatic alcohol. This molecule is a natural product found in Manilkara zapota, Crocus sativus, and other organisms with data available.",CHEMBL44658
Cc1ccc(O)cc1,p-Cresol,-2.313,1,108.14,1,1,0,20.23,-0.73,"This molecule is a colorless solid with a tar like odor. Sinks and mixes slowly with water. (USCG, 1999) This molecule is a cresol that consists of toluene substituted by a hydroxy group at position 4. It is a metabolite of aromatic amino acid metabolism produced by intestinal microflora in humans and animals. It has a role as a uremic toxin, a human metabolite and an Escherichia coli metabolite. This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a natural product found in Artemisia macrocephala, Viburnum cylindricum, and other organisms with data available. This molecule is a phenol. It is a partially lipophilic moiety which strongly binds to plasma protein (close to 100%) under normal conditions. p-Cresol is metabolized through conjugation, mainly sulphation and glucuronization, but removal of the unconjugated p-cresol is, at least in part, via the urine. Therefore it is not surprising that this compound, together with several other phenoles, is retained when the kidneys fail. P-Cresol is an end-product of protein breakdown, and an increase of the nutritional protein load in healthy individuals results in enhanced generation and urinary excretion. The serum p-cresol concentration in uremic patients can be decreased by changing to a low-protein diet. p-Cresol is one of the metabolites of the amino acid tyrosine, and to a certain extent also of phenylalanine, which are converted to 4-hydroxyphenylacetic acid by intestinal bacteria, before being decarboxylated to p-cresol (putrefaction). The main contributing bacteria are aerobes (mainly enterobacteria), but to a certain extent also anaerobes play a role (mainly Clostridium perfringens). In uremia, modifications in the intestinal flora result in the specific overgrowth of bacteria that are specific p-cresol producers. The administration of antibiotics reduces urinary excretion of p-cresol, as a result of the liquidation of the producing bacteria. Environmental factors might also contribute. The liver cytochrome P450 metabolizes toluene to benzyl alcohol, but also to o-cresol and p-cresol. Toluene is not only used industrially, but it is also the most widely abusively inhaled solvent. Furthermore, p-cresol is a metabolite of menthofuran, one of the metabolites of R-(+)-pulegone, which is found in extracts from the plants Mentha pulegium and Hedeoma pulegioides, commonly known as pennyroyal oil and pennyroyal tea. These extracts are popular as unconventional herbal therapeutic agents and are applied as abortiva, diaphoretics, emmenagogues, and psychedelic drugs. Pennyroyal oil is extensively used for its pleasant mint-like smell in the flavoring industry. The toxicity of pennyroyal oil and menthofuran is well known. Another compound used in traditional medicine, especially in Japan, which is a precursor of p-cresol is wood tar creosote. p-Cresol has been reported to affect several biochemical, biological and physiological functions: (i) it diminishes the oxygen uptake of rat cerebral cortex slices; (ii) it increases the free active drug concentration of warfarin and diazepam; (iii) it has been related to growth retardation in the weanling pig; (iv) it alters cell membrane permeability, at least in bacteria; (v) it induces LDH leakage from rat liver slices; (vi) it induces susceptibility to auditive epileptic crises; and (vii) it blocks cell K+ channels. (A7723). p-Cresol is a uremic toxin that is at least partially removed by peritoneal dialysis in haemodialysis patients, and has been involved in the progression of renal failure. (MID: 11169029). At concentrations encountered during uremia, p-cresol inhibits phagocyte function and decreases leukocyte adhesion to cytokine-stimulated endothelial cells. (A3274).",CHEMBL16645
CCOC=O,Ethyl formate,-0.402,1,74.07900000000001,0,0,2,26.3,0.15,"This molecule appears as a clear colorless liquid with a pleasant odor. Flash point -4 °F. Less dense than water. Vapors heavier than air. This molecule is a formate ester resulting from the formal condensation of formic acid with ethanol. It has a role as a fumigant and a plant metabolite. It is a formate ester and an ethyl ester. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Plumeria rubra, Zingiber mioga, and other organisms with data available.",CHEMBL44215
CN(C)c1ccccc1,"N,N-Dimethylaniline",-2.542,1,121.18299999999996,0,1,1,3.24,-1.92,"This molecule appears as a yellow to brown colored oily liquid with a fishlike odor. Less dense than water and insoluble in water. Flash point 150 °F. Toxic by ingestion, inhalation, and skin absorption. Used to make dyes and as a solvent. These molecules is a tertiary amine that is aniline in which the amino hydrogens are replaced by two methyl groups. It is a tertiary amine and a dimethylaniline. This molecule is used as an intermediate in the manufacture of dyes and other substances. Acute (short-term) inhalation exposure to N,N-dimethylaniline has resulted in effects on the central nervous system (CNS) and circulatory system, with headache, cyanosis, and dizziness in humans. Effects on the blood have been reported in exposed workers. Chronic (long-term) inhalation exposure of animals resulted in effects on the CNS, blood, and liver. No information is available on the reproductive, developmental, or carcinogenic effects of N,N-dimethylaniline in humans. In a National Toxicology Program (NTP) study of rats and mice exposed via gavage, increased incidences of tumors of the spleen and forestomach were observed. EPA has not classified N,N-dimethylaniline for potential carcinogenicity.",CHEMBL371654
C1CCC2CCCCC2C1,Decalin,-3.715,2,138.254,0,2,0,0.0,-5.19,This molecule appears as a clear colorless liquid with an aromatic odor. Flash point 134 °F. Less dense than water and insoluble in water. Vapors heavier than air. This molecule is an ortho-fused bicyclic hydrocarbon that is the decahydro- derivative of naphthalene. It has a role as a solvent. This molecule is a natural product found in Decodon verticillatus with data available.,CHEMBL1491920
CCCCS,Butanethiol ,-1.676,1,90.191,1,0,2,0.0,-2.18,"This molecule appears as a clear, colorless liquid with a strong skunk-like odor. Flash point in range -18 to 43 °F. Less dense than water and slightly soluble in water. Vapors heavier than air. This molecule is an alkanethiol. This molecule is a natural product found in Mephitis mephitis with data available.",CHEMBL3188256
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,Benzo(e)pyrene,-6.007000000000001,2,252.316,0,5,0,0.0,-7.8,,
ClC(=C(Cl)Cl)Cl,Tetrachloroethylene,-3.063,1,165.834,0,0,0,0.0,-2.54,,
CCC(=O)CC,3-Pentanone,-0.912,1,86.134,0,0,2,17.07,-0.28,"This molecule appears as a clear colorless liquid with an acetone-like odor. Flash point 55 °F. Less dense than water. Vapors heavier than air. This molecule is a pentanone that is pentane carrying an oxo group at position 3. It has been isolated from Triatoma brasiliensis and Triatoma infestans. It has a role as an animal metabolite. This molecule is a natural product found in Perilla frutescens, Basella alba, and other organisms with data available.",CHEMBL45315
C=CC#N,Acrylonitrile,-0.354,1,53.06399999999999,0,0,0,23.79,0.15,"This molecule is a colorless, liquid, man-made chemical with a sharp, onion- or garlic-like odor. It can be dissolved in water and evaporates quickly. This molecule is used to make other chemicals such as plastics, synthetic rubber, and acrylic fibers. A mixture of acrylonitrile and carbon tetrachloride was used as a pesticide in the past; however, all pesticide uses have stopped. This molecule appears as a clear colorless liquid with a strong pungent odor. Flash point 32 °F. Prolonged exposure to the vapors or skin contact harmful. Density 6.7 lb / gal. Vapors heavier than air. Combustion produces toxic oxides of nitrogen. Requires storage and handling in closed systems. Used in insecticides and to make plastics, fibers and other chemicals.   Rate of onset: Immediate  Persistence: Minutes to hours  Odor threshold: 17 ppm  Source/use/other hazard: Plastics, coatings, adhesives industries; dyes; pharmaceuticals; flam gas. This molecule is a nitrile that is hydrogen cyanide in which the hydrogen has been replaced by an ethenyl group. It has a role as a carcinogenic agent, an antifungal agent, a fungal metabolite, a polar aprotic solvent and a mutagen. It is an aliphatic nitrile and a volatile organic compound. This molecule is primarily occupational: it is used in the manufacture of acrylic acid and modacrylic fibers. Acute (short-term) exposure of workers to acrylonitrile has been observed to cause mucous membrane irritation, headaches, dizziness, and nausea. No information is available on the reproductive or developmental effects of acrylonitrile in humans. Based on limited evidence in humans and evidence in rats, EPA has classified acrylonitrile as a probable human carcinogen (Group B1). This molecule is a colorless, volatile liquid with a pungent, onion-like odor. This molecule is widely used in industry to produce rubber, resins, plastics, elastomers and synthetic fibers and to manufacture carbon fibers used in aircraft, defense and aerospace industries. Exposure to acrylonitrile irritates the mucous membranes and causes a headache, nausea, dizziness, impaired judgment, difficulty breathing, limb weakness, cyanosis, convulsions and collapse. This molecule is reasonably anticipated to be a human carcinogen and may be associated with an increased risk of developing lung and prostate cancer. (NCI05) This molecule is a chemical compound of cyanide. It is used principally as a monomer in the manufacture of synthetic polymers, especially polyacrylonitrile which comprises acrylic fibers. Acrylic fibers are, among other uses, precursor for well-known carbon-fiber. It is also a component of synthetic rubber and small amounts may be used as a fumigant. It is one ingredient of cigarette. (L583)",CHEMBL445612
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Flumethasone,-3.539,1,410.4570000000002,3,4,2,94.83,-5.613,,CHEMBL2007346
CCCCC(=O)C,2-Hexanone,-1.2,1,100.161,0,0,3,17.07,-0.8,,
CCNc1nc(NC(C)(C)C)nc(OC)n1,Terbumeton,-3.505,1,225.296,2,1,4,71.96000000000001,-3.239,"This molecule is a diamino-1,3,5-triazine that is N-tert-butyl-N'-ethyl-1,3,5-triazine-2,4-diamine substituted by a methoxy group at position 6. It is an agrochemical used as a herbicide. It has a role as an environmental contaminant, a xenobiotic, a herbicide and an agrochemical. It is a methoxy-1,3,5-triazine and a diamino-1,3,5-triazine.",CHEMBL3560827
CCCCC(C)CC,3-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.16,,
